date,Month,Day,Year,Day of water year,Leap year index,Period,Normalized 30-d trailing sum UKLNI,Weight for 30-day trailing sum UKLNI,Normalized 30-d trailing sum precipitation,Weight for 30-day trailing sum precipitation,Normalized 31-1095 day trailing sum precipitation,Weight for total 31-1095 day prior precipitation,Normalized weighted average SWE,Weight for normalized weighted average SWE,3-mta normalized PDO lag 0,3-mta normalized PDO_CN34 lag 0,Climate index used,Climate index lag 0,Weight for climate index,Wetness Index v20,Normalized wetness index v20,2-week trailing mean NWI v20,Actual UKLNI (taf)
1/15/2025,1,15,2025,107,0,8,0.563139005,0.119931283,0.820935093,0.220073902,0.259367902,0.740184146,0.718123608,0.840164159,0.048869438,0.166836467,3 mta PDO,0.048869438,0.239916481,1.055250682,0.607750824,0.537719526,4.692540927
1/16/2025,1,16,2025,108,0,8,0.557088904,0.119942617,0.740521852,0.258900257,0.2670693,0.726054442,0.712729119,0.846033793,0.048869438,0.166836467,3 mta PDO,0.048869438,0.235218237,1.066934753,0.613344465,0.551241828,3.861612478
1/17/2025,1,17,2025,109,0,8,0.548090868,0.11995395,0.695758283,0.297726611,0.272289228,0.711924738,0.694484463,0.851903428,0.048869438,0.166836467,3 mta PDO,0.048869438,0.230519992,1.069639935,0.613792571,0.56369356,3.182095007
1/18/2025,1,18,2025,110,0,8,0.540300306,0.119965283,0.665800527,0.336552966,0.274258431,0.697795033,0.690206255,0.857773062,0.048869438,0.166836467,3 mta PDO,0.048869438,0.225821747,1.083346707,0.621481505,0.576061055,2.428051716
1/19/2025,1,19,2025,111,0,8,0.528705221,0.119976617,0.654987708,0.375379321,0.281124234,0.683665329,0.672546972,0.863642696,0.048869438,0.166836467,3 mta PDO,0.048869438,0.221123502,1.093142458,0.599347949,0.585003371,1.887866303
1/20/2025,1,20,2025,112,0,8,0.516199908,0.11998795,0.681686503,0.414205675,0.287449926,0.669535625,0.636879983,0.86951233,0.048869438,0.166836467,3 mta PDO,0.048869438,0.216425257,1.101105732,0.60274342,0.592129552,1.742654636
1/21/2025,1,21,2025,113,0,8,0.505020982,0.119999284,0.69728456,0.45303203,0.286490012,0.655405921,0.58943807,0.875381964,0.048869438,0.166836467,3 mta PDO,0.048869438,0.211727012,1.090592082,0.600716254,0.59728404,1.778571492
1/22/2025,1,22,2025,114,0,8,0.491684003,0.120010617,0.668729124,0.491858385,0.292376872,0.641276217,0.54239327,0.881251599,0.048869438,0.166836467,3 mta PDO,0.048869438,0.207028767,1.063523978,0.590668862,0.600453014,1.645971481
1/23/2025,1,23,2025,115,0,8,0.476655836,0.12002195,0.692216486,0.530684739,0.297637766,0.627146513,0.50141783,0.887121233,0.048869438,0.166836467,3 mta PDO,0.048869438,0.202330522,1.065926558,0.568169815,0.601049551,1.902414671
1/24/2025,1,24,2025,116,0,8,0.462063389,0.120033284,0.66660677,0.569511094,0.307246657,0.613016809,0.487849598,0.892990867,0.048869438,0.166836467,3 mta PDO,0.048869438,0.197632278,1.068753715,0.558100496,0.600049947,2.180981201
1/25/2025,1,25,2025,117,0,8,0.444854744,0.120044617,0.579292179,0.608337449,0.325818624,0.598887105,0.483147772,0.898860501,0.048869438,0.166836467,3 mta PDO,0.048869438,0.192934033,1.044647142,0.538109582,0.596684271,2.260518623
1/26/2025,1,26,2025,118,0,8,0.427445351,0.12005595,0.549219077,0.647163803,0.331047397,0.584757401,0.501706345,0.904730135,0.048869438,0.166836467,3 mta PDO,0.048869438,0.188235788,1.063442307,0.54987385,0.592808415,2.831722233
1/27/2025,1,27,2025,119,0,8,0.409704441,0.120067284,0.450703409,0.685990158,0.347582597,0.570627697,0.47506354,0.91059977,0.048869438,0.166836467,3 mta PDO,0.048869438,0.183537543,0.998272586,0.475951173,0.582358117,2.724210787
1/28/2025,1,28,2025,120,0,8,0.390374868,0.120078617,0.364098794,0.724816513,0.350743486,0.556497992,0.444002919,0.916469404,0.048869438,0.166836467,3 mta PDO,0.048869438,0.178839298,0.921623405,0.417283169,0.568380995,2.263894424
1/29/2025,1,29,2025,121,0,8,0.36619639,0.120089951,0.241731003,0.763642867,0.359791928,0.542368288,0.43172204,0.922339038,0.048869438,0.166836467,3 mta PDO,0.048869438,0.174141053,0.830416661,0.366943768,0.551180491,2.060983638
1/30/2025,1,30,2025,122,0,8,0.335894395,0.120101284,0.158156424,0.802469222,0.374512208,0.528238584,0.438561647,0.928208672,0.048869438,0.166836467,3 mta PDO,0.048869438,0.169442808,0.780446108,0.319207126,0.530170681,2.242076616
1/31/2025,1,31,2025,123,0,8,0.307896483,0.120112617,0.163793316,0.841295577,0.371721484,0.51410888,0.442444661,0.934078306,0.048869438,0.166836467,3 mta PDO,0.048869438,0.164744563,0.787215094,0.311172022,0.508554928,2.147786672
2/1/2025,2,1,2025,124,0,9,0.280193743,0.120123951,0.130186688,0.880121931,0.379440408,0.499979176,0.456969098,0.93994794,0.14094105,0.3005559,3 mta PDO,0.14094105,0.160046318,0.7900347,0.314530386,0.486629848,2.923145498
2/2/2025,2,2,2025,125,0,9,0.256855525,0.174398008,0.158969538,0.863676722,0.376429107,0.465683944,0.530709426,0.912090291,0.14094105,0.3005559,3 mta PDO,0.14094105,0.148614439,0.862391163,0.379973007,0.470960209,3.529361017
2/3/2025,2,3,2025,126,0,9,0.233947128,0.228672066,0.198706048,0.847231512,0.375732492,0.431388711,0.597571043,0.884232642,0.14094105,0.3005559,3 mta PDO,0.14094105,0.137182559,0.931660431,0.413481253,0.457441483,4.373957312
2/4/2025,2,4,2025,127,0,9,0.218326114,0.282946124,0.298801865,0.830786303,0.385796666,0.397093479,0.655126048,0.856374993,0.14094105,0.3005559,3 mta PDO,0.14094105,0.125750679,1.041969362,0.466449143,0.447850975,5.049367081
2/5/2025,2,5,2025,128,0,9,0.2039917,0.337220182,0.397359823,0.814341093,0.394760661,0.362798246,0.736878138,0.828517344,0.14094105,0.3005559,3 mta PDO,0.14094105,0.114318799,1.162223556,0.547874546,0.444794238,6.162412272
2/6/2025,2,6,2025,129,0,9,0.193874441,0.39149424,0.428407114,0.797895884,0.400578243,0.328503014,0.781339138,0.800659695,0.14094105,0.3005559,3 mta PDO,0.14094105,0.102886919,1.189403907,0.579944094,0.445635258,5.958861239
2/7/2025,2,7,2025,130,0,9,0.181369923,0.445768297,0.432131536,0.781450675,0.402947433,0.294207782,0.79552403,0.772802046,0.14094105,0.3005559,3 mta PDO,0.14094105,0.091455039,1.16476108,0.577232815,0.447001853,5.618000493
2/8/2025,2,8,2025,131,0,9,0.171159693,0.500042355,0.494748249,0.765005465,0.404029617,0.259912549,0.843035315,0.744944397,0.14094105,0.3005559,3 mta PDO,0.14094105,0.080023159,1.208377561,0.614503963,0.452458594,5.705906404
2/9/2025,2,9,2025,132,0,9,0.165831988,0.554316413,0.511798905,0.748560256,0.405006566,0.225617317,0.82470822,0.717086748,0.14094105,0.3005559,3 mta PDO,0.14094105,0.068591279,1.167466869,0.58763857,0.455156074,5.219437438
2/10/2025,2,10,2025,133,0,9,0.159621066,0.608590471,0.531430597,0.732115046,0.406539263,0.191322084,0.828112368,0.689229099,0.14094105,0.3005559,3 mta PDO,0.14094105,0.057159399,1.142807383,0.575918476,0.462296596,5.073575824
2/11/2025,,,,,,,,,,,,,,,,,,,,,,,
2/12/2025,,,,,,,,,,,,,,,,,,,,,,,
2/13/2025,,,,,,,,,,,,,,,,,,,,,,,
2/14/2025,,,,,,,,,,,,,,,,,,,,,,,
2/15/2025,,,,,,,,,,,,,,,,,,,,,,,
2/16/2025,,,,,,,,,,,,,,,,,,,,,,,
2/17/2025,,,,,,,,,,,,,,,,,,,,,,,
2/18/2025,,,,,,,,,,,,,,,,,,,,,,,
2/19/2025,,,,,,,,,,,,,,,,,,,,,,,
2/20/2025,,,,,,,,,,,,,,,,,,,,,,,
2/21/2025,,,,,,,,,,,,,,,,,,,,,,,
2/22/2025,,,,,,,,,,,,,,,,,,,,,,,
2/23/2025,,,,,,,,,,,,,,,,,,,,,,,
2/24/2025,,,,,,,,,,,,,,,,,,,,,,,
2/25/2025,,,,,,,,,,,,,,,,,,,,,,,
2/26/2025,,,,,,,,,,,,,,,,,,,,,,,
2/27/2025,,,,,,,,,,,,,,,,,,,,,,,
2/28/2025,,,,,,,,,,,,,,,,,,,,,,,
3/1/2025,,,,,,,,,,,,,,,,,,,,,,,
3/2/2025,,,,,,,,,,,,,,,,,,,,,,,
3/3/2025,,,,,,,,,,,,,,,,,,,,,,,
3/4/2025,,,,,,,,,,,,,,,,,,,,,,,
3/5/2025,,,,,,,,,,,,,,,,,,,,,,,
3/6/2025,,,,,,,,,,,,,,,,,,,,,,,
3/7/2025,,,,,,,,,,,,,,,,,,,,,,,
3/8/2025,,,,,,,,,,,,,,,,,,,,,,,
3/9/2025,,,,,,,,,,,,,,,,,,,,,,,
3/10/2025,,,,,,,,,,,,,,,,,,,,,,,
3/11/2025,,,,,,,,,,,,,,,,,,,,,,,
3/12/2025,,,,,,,,,,,,,,,,,,,,,,,
3/13/2025,,,,,,,,,,,,,,,,,,,,,,,
3/14/2025,,,,,,,,,,,,,,,,,,,,,,,
3/15/2025,,,,,,,,,,,,,,,,,,,,,,,
3/16/2025,,,,,,,,,,,,,,,,,,,,,,,
3/17/2025,,,,,,,,,,,,,,,,,,,,,,,
3/18/2025,,,,,,,,,,,,,,,,,,,,,,,
3/19/2025,,,,,,,,,,,,,,,,,,,,,,,
3/20/2025,,,,,,,,,,,,,,,,,,,,,,,
3/21/2025,,,,,,,,,,,,,,,,,,,,,,,
3/22/2025,,,,,,,,,,,,,,,,,,,,,,,
3/23/2025,,,,,,,,,,,,,,,,,,,,,,,
3/24/2025,,,,,,,,,,,,,,,,,,,,,,,
3/25/2025,,,,,,,,,,,,,,,,,,,,,,,
3/26/2025,,,,,,,,,,,,,,,,,,,,,,,
3/27/2025,,,,,,,,,,,,,,,,,,,,,,,
3/28/2025,,,,,,,,,,,,,,,,,,,,,,,
3/29/2025,,,,,,,,,,,,,,,,,,,,,,,
3/30/2025,,,,,,,,,,,,,,,,,,,,,,,
