Date,UKL8,UKL19,UKL30,UKL41,UKL52,UKL63,UKL76,UKL85,UKL96,UKL107,WIL18,WIL40,WIL62,WIL84,WIL106,WIL128,WIL150,WIL172,WIL194,WIL216,SPR16,SPR42,SPR66,SPR91,SPR113,SPR145,SPR160,SPR185,SPR216,SPR245
4/27/2025,0.13,0.13,0.1,0.22,0.06,0.23,0.18,0.3,0.23,0.17,0.09,0.09,0.14,0.12,0.14,0.2,0.26,0.14,0.26,0.14,0.21,0.4,0.34,0.32,0.27,0.24,0.33,0.21,0.29,0.32
4/28/2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4/29/2025,0.03,0.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4/30/2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5/1/2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5/2/2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0
5/3/2025,0,0,0.01,0,0,0,0,0,0,0.01,0.02,0.03,0.02,0.02,0.02,0.01,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0
5/4/2025,0.05,0.01,0.12,0.06,0.03,0.05,0.06,0.06,0.05,0.04,0.2,0.14,0.21,0.09,0.14,0.18,0.22,0.13,0.06,0.16,0.07,0.14,0.1,0.04,0.09,0.08,0.1,0.06,0.03,0.01
5/5/2025,0.03,0.09,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5/6/2025,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0.01,0,0,0,0,0,0,0
5/7/2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0
5/8/2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0.02,0,0,0,0.05,0,0,0
5/9/2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5/10/2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5/11/2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0.01,0,0,0,0,0,0,0
5/12/2025,0.11,0.04,0.12,0.07,0.06,0.11,0.13,0.14,0.14,0.1,0.12,0.14,0.08,0.13,0.09,0.1,0.07,0.08,0.03,0.15,0.04,0.13,0.09,0.03,0.06,0.04,0.06,0.06,0,0.06
5/13/2025,0.64,0.68,0.22,0.4,0.09,0.44,0.26,0.64,0.32,0.24,0.35,0.34,0.38,0.37,0.36,0.41,0.47,0.31,0.32,0.24,0.35,0.45,0.44,0.39,0.38,0.42,0.35,0.34,0.54,0.6
5/14/2025,0.22,0.12,0,0.05,0,0.06,0.03,0.09,0.04,0,0.02,0.04,0,0.06,0,0.01,0.04,0,0,0.01,0.02,0.04,0.02,0.02,0.04,0.02,0.1,0,0.1,0.02
5/15/2025,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5/16/2025,0,0,0,0,0,0,0,0,0,0,0.03,0.02,0.03,0.01,0.02,0.03,0.05,0.01,0,0,0.03,0.1,0.07,0.03,0.03,0.03,0.07,0.01,0.04,0.07
5/17/2025,0.11,0.09,0,0.01,0,0,0,0.02,0,0,0.01,0.02,0,0.02,0,0,0.01,0,0,0,0,0,0,0,0,0.01,0,0,0,0
5/18/2025,0.29,0.21,0,0.09,0,0.07,0.02,0.14,0.04,0,0.06,0.09,0.01,0.1,0,0,0.04,0,0,0,0.04,0.09,0.07,0.03,0.02,0.02,0.01,0,0.03,0.19
5/19/2025,0.01,0,0,0,0,0,0,0,0,0,0,0.01,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5/20/2025,0.19,0.2,0.02,0.09,0,0.08,0.04,0.18,0.05,0,0.03,0.05,0.01,0.08,0.02,0,0.03,0.02,0,0.01,0.01,0.06,0.03,0.01,0.03,0,0.03,0,0,0
5/21/2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5/22/2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0,0,0,0,0,0,0,0
5/23/2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5/24/2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5/25/2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5/26/2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5/27/2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0.02,0,0,0,0,0,0,0
5/28/2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0
5/29/2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07,0.04,0.04,0,0,0,0,0,0,0
5/30/2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5/31/2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0
6/1/2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6/2/2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0.02,0,0,0,0,0,0,0
6/3/2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6/4/2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6/5/2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6/6/2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6/7/2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6/8/2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6/9/2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6/10/2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6/11/2025,0,0,0,0,0,0,0,0,0.05,0.27,0.02,0,0.03,0,0,0,0.05,0,0,0,0.07,0.04,0.04,0.02,0.09,0.2,0.36,0.26,0.09,0.02
6/12/2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07,0.05,0,0,0,0,0,0,0
6/13/2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05
6/14/2025,0,0,0,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0.02,0,0,0,0,0,0,0
6/15/2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6/16/2025,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0,0,0
6/17/2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0.02,0,0,0,0,0,0,0
6/18/2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0,0,0
6/19/2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6/20/2025,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6/21/2025,0.37,0.41,0,0.32,0,0.15,0.03,0.25,0.08,0,0.02,0.08,0,0.13,0.06,0,0.03,0,0,0.03,0,0,0,0,0.02,0,0.03,0,0,0
6/22/2025,0.43,0.5,0,0.27,0,0.16,0.02,0.24,0.09,0,0.01,0.09,0.03,0.1,0.06,0,0.1,0,0,0,0.03,0.07,0.04,0.03,0.04,0,0.04,0,0.01,0
6/23/2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0
6/24/2025,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0.04,0,0,0
6/25/2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6/26/2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6/27/2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6/28/2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6/29/2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6/30/2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7/1/2025,0.03,0.01,0.01,0.11,0,0.15,0.11,0.17,0.1,0.02,0.01,0,0,0.02,0.02,0,0,0.02,0,0.01,0,0,0,0,0.02,0,0.06,0,0,0
7/2/2025,0.03,0,0,0,0,0,0,0,0,0.08,0.04,0.02,0.03,0.01,0.02,0,0.04,0.03,0.01,0,0.07,0.06,0.06,0.02,0.03,0.04,0.02,0.05,0.07,0.08
7/3/2025,0,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0.02,0,0
7/4/2025,0.09,0.22,0,0.08,0,0.05,0.04,0.04,0.05,0.01,0.11,0.08,0.12,0.06,0.08,0.12,0.12,0.05,0.01,0.01,0.06,0.02,0.02,0,0.04,0.03,0.03,0.02,0,0
7/5/2025,0,0,0,0.03,0,0,0,0,0,0,0.04,0.02,0.07,0.02,0.04,0.1,0.09,0.03,0.15,0.01,0.16,0.23,0.19,0.15,0.1,0.08,0.04,0.07,0.13,0.11
7/6/2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0.06,0.04,0,0,0,0,0,0.01,0
7/7/2025,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0,0,0
7/8/2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7/9/2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7/10/2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7/11/2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7/12/2025,0.02,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7/13/2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7/14/2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7/15/2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
